en	a	0.0795713612663119
en	b	0.016834409989344108
en	c	0.021191625798006052
en	d	0.0456717163572664
en	e	0.1299259779230183
en	f	0.021393992860237087
en	g	0.02247539184903417
en	h	0.06871626556882536
en	i	0.060646878962362885
en	j	0.0014766471572170735
en	k	0.008809291177744682
en	l	0.042386413581359465
en	m	0.02379710172423061
en	n	0.06498512285894067
en	o	0.0770322870323819
en	p	0.016606747044334198
en	q	0.0010308072232393275
en	r	0.05612207793029087
en	s	0.061380459562950386
en	t	0.09683580126289695
en	u	0.026718776185191157
en	v	0.007784807925200075
en	w	0.02690533332068539
en	x	0.0010181592818498879
en	y	0.020344213724913598
en	z	3.3833243216750935E-4
it	a	0.12593276481781662
it	b	0.010685742476566354
it	c	0.045565578969624355
it	d	0.03646204806540278
it	e	0.11764817816618507
it	f	0.012544224399182465
it	g	0.019820988089365003
it	h	0.012799351610402425
it	i	0.08908591162167877
it	j	1.2685883430826696E-4
it	k	2.1284093311720346E-4
it	l	0.05936500105715695
it	m	0.026197758827260553
it	n	0.07140319966170977
it	o	0.10043554866445838
it	p	0.027050532102332794
it	q	0.00687574881950807
it	r	0.06868912537881458
it	s	0.05093029811826062
it	t	0.06068221862005779
it	u	0.032418070336175914
it	v	0.019715272394108113
it	w	4.0031009937275354E-4
it	x	5.3562618930157166E-5
it	y	4.7853971386285153E-4
it	z	0.004420325604341391
pt	a	0.14065408747213348
pt	b	0.009726604438286542
pt	c	0.03862077569875598
pt	d	0.045586173611270715
pt	e	0.1292169139495103
pt	f	0.01066889489357371
pt	g	0.012343348315861013
pt	h	0.015475561188139617
pt	i	0.06466345127833027
pt	j	0.003227426890408665
pt	k	5.006944056839486E-4
pt	l	0.03211503166686913
pt	m	0.050524169586016014
pt	n	0.04845244388118604
pt	o	0.10264071154420722
pt	p	0.026572919163298608
pt	q	0.012566608772165987
pt	r	0.06175778210436113
pt	s	0.07358073656251128
pt	t	0.04519218457073253
pt	u	0.04776624630224869
pt	v	0.016954661711160068
pt	w	9.849726013454725E-4
pt	x	0.003790502894177827
pt	y	0.0016284880342245147
pt	z	0.004788608463541239
